last1,last2,diff1,miniChart,dir,swing,action
10196.28071724379,10186.388707829045,9.89200941474519,UUDU,U,-,HOLD
10196.992016968694,10196.28071724379,0.7112997249041655,UDUU,U,-,HOLD
10202.293165493744,10196.992016968694,5.301148525049939,DUUU,U,-,HOLD
10194.003923017506,10202.293165493744,-8.289242476237632,UUUD,D,-,HOLD
10192.972378533945,10194.003923017506,-1.0315444835614471,UUDD,D,S-D,SELL
10199.697196090885,10192.972378533945,6.724817556940252,UDDU,U,-,HOLD
10196.515598286795,10199.697196090885,-3.1815978040904156,DDUD,D,-,HOLD
10187.878869914137,10196.515598286795,-8.636728372657672,DUDD,D,-,HOLD
10178.265765531867,10187.878869914137,-9.61310438226974,UDDD,D,R-D,SELL
10173.44700586715,10178.265765531867,-4.818759664716708,DDDD,D,R-D,SELL
10171.322812772183,10173.44700586715,-2.124193094967268,DDDD,D,R-D,SELL
10163.60010126448,10171.322812772183,-7.722711507703934,DDDD,D,R-D,SELL
10156.15405518993,10163.60010126448,-7.446046074548576,DDDD,D,R-D,SELL
10165.210056044622,10156.15405518993,9.056000854690865,DDDU,U,-,HOLD
10156.32701808037,10165.210056044622,-8.883037964251344,DDUD,D,-,HOLD
10158.698852809928,10156.32701808037,2.3718347295580315,DUDU,U,-,HOLD
10152.031364313563,10158.698852809928,-6.667488496364967,UDUD,D,-,HOLD
10150.934171168445,10152.031364313563,-1.097193145118581,DUDD,D,-,HOLD
10151.705325961071,10150.934171168445,0.7711547926264757,UDDU,U,-,HOLD
10152.3453694061,10151.705325961071,0.6400434450297325,DDUU,U,S-U,BUY
10148.183016829878,10152.3453694061,-4.1623525762224745,DUUD,D,-,HOLD
10148.943399867296,10148.183016829878,0.7603830374173413,UUDU,U,-,HOLD
10150.235983347698,10148.943399867296,1.2925834804027545,UDUU,U,-,HOLD
10144.914813934127,10150.235983347698,-5.321169413571624,DUUD,D,-,HOLD
10143.738334509304,10144.914813934127,-1.176479424822901,UUDD,D,S-D,SELL
10149.165393588753,10143.738334509304,5.427059079449464,UDDU,U,-,HOLD
10151.596389709188,10149.165393588753,2.430996120434429,DDUU,U,S-U,BUY
10150.160732390801,10151.596389709188,-1.4356573183868022,DUUD,D,-,HOLD
10152.020314676869,10150.160732390801,1.8595822860679618,UUDU,U,-,HOLD
10146.771297710977,10152.020314676869,-5.249016965892224,UDUD,D,-,HOLD
10149.464038469314,10146.771297710977,2.692740758337095,DUDU,U,-,HOLD
10141.361032714052,10149.464038469314,-8.10300575526162,UDUD,D,-,HOLD
10141.03680974085,10141.361032714052,-0.3242229732022679,DUDD,D,-,HOLD
10134.126617322561,10141.03680974085,-6.910192418288716,UDDD,D,R-D,SELL
10130.434197271223,10134.126617322561,-3.6924200513385586,DDDD,D,R-D,SELL
10130.312221815951,10130.434197271223,-0.12197545527124021,DDDD,D,R-D,SELL
10124.522894138448,10130.312221815951,-5.7893276775030245,DDDD,D,R-D,SELL
10117.661547057058,10124.522894138448,-6.861347081390704,DDDD,D,R-D,SELL
10117.535057719539,10117.661547057058,-0.12648933751916047,DDDD,D,R-D,SELL
10123.04183949837,10117.535057719539,5.506781778831282,DDDU,U,-,HOLD
10114.328822347059,10123.04183949837,-8.71301715131085,DDUD,D,-,HOLD
10110.538391377517,10114.328822347059,-3.7904309695422853,DUDD,D,-,HOLD
10115.1188522706,10110.538391377517,4.580460893083,UDDU,U,-,HOLD
10105.366758671598,10115.1188522706,-9.752093599001455,DDUD,D,-,HOLD
10105.759755447927,10105.366758671598,0.3929967763288005,DUDU,U,-,HOLD
10115.09821908314,10105.759755447927,9.338463635212975,UDUU,U,-,HOLD
10111.189809538297,10115.09821908314,-3.90840954484338,DUUD,D,-,HOLD
10112.177845153286,10111.189809538297,0.9880356149897125,UUDU,U,-,HOLD
10110.524502432656,10112.177845153286,-1.6533427206304623,UDUD,D,-,HOLD
10115.304985359537,10110.524502432656,4.7804829268807225,DUDU,U,-,HOLD
10109.98220377839,10115.304985359537,-5.322781581146046,UDUD,D,-,HOLD
10119.403297336818,10109.98220377839,9.421093558426946,DUDU,U,-,HOLD
10116.10645858578,10119.403297336818,-3.296838751037285,UDUD,D,-,HOLD
10116.350813453924,10116.10645858578,0.24435486814400065,DUDU,U,-,HOLD
10109.395516550967,10116.350813453924,-6.955296902957343,UDUD,D,-,HOLD
10101.412297684468,10109.395516550967,-7.983218866498646,DUDD,D,-,HOLD
10104.225644541179,10101.412297684468,2.813346856710268,UDDU,U,-,HOLD
10108.477143859704,10104.225644541179,4.2514993185250205,DDUU,U,S-U,BUY
10118.294217532579,10108.477143859704,9.817073672875267,DUUU,U,-,HOLD
10112.77948149457,10118.294217532579,-5.5147360380087775,UUUD,D,-,HOLD
10107.27546702133,10112.77948149457,-5.504014473239295,UUDD,D,S-D,SELL
10102.806185053661,10107.27546702133,-4.469281967669303,UDDD,D,R-D,SELL
10111.989407440153,10102.806185053661,9.183222386491252,DDDU,U,-,HOLD
10113.686611299867,10111.989407440153,1.6972038597141363,DDUU,U,S-U,BUY
10108.36170728407,10113.686611299867,-5.324904015797074,DUUD,D,-,HOLD
10101.236297465393,10108.36170728407,-7.125409818676417,UUDD,D,S-D,SELL
10100.57258917231,10101.236297465393,-0.663708293082891,UDDD,D,R-D,SELL
10098.077152342627,10100.57258917231,-2.4954368296839675,DDDD,D,R-D,SELL
10092.502886464432,10098.077152342627,-5.5742658781946375,DDDD,D,R-D,SELL
10097.79147939288,10092.502886464432,5.288592928447542,DDDU,U,-,HOLD
10099.08731288238,10097.79147939288,1.2958334895010921,DDUU,U,S-U,BUY
10091.92631675622,10099.08731288238,-7.160996126160171,DUUD,D,-,HOLD
10093.474664216059,10091.92631675622,1.5483474598386238,UUDU,U,-,HOLD
10090.213078768615,10093.474664216059,-3.261585447444304,UDUD,D,-,HOLD
10091.73756731004,10090.213078768615,1.5244885414249438,DUDU,U,-,HOLD
10082.784942130504,10091.73756731004,-8.952625179535971,UDUD,D,-,HOLD
10077.526705669989,10082.784942130504,-5.258236460515036,DUDD,D,-,HOLD
10083.49156865228,10077.526705669989,5.964862982291379,UDDU,U,-,HOLD
10090.40021082694,10083.49156865228,6.90864217465969,DDUU,U,S-U,BUY
10097.037522186856,10090.40021082694,6.637311359916566,DUUU,U,-,HOLD
10101.664838759718,10097.037522186856,4.627316572861673,UUUU,U,R-U,BUY
10095.842556183097,10101.664838759718,-5.822282576620637,UUUD,D,-,HOLD
10088.745504856113,10095.842556183097,-7.097051326984001,UUDD,D,S-D,SELL
10081.831719659305,10088.745504856113,-6.913785196808021,UDDD,D,R-D,SELL
10080.20639721251,10081.831719659305,-1.6253224467945984,DDDD,D,R-D,SELL
10079.725086274153,10080.20639721251,-0.4813109383576375,DDDD,D,R-D,SELL
10079.980893754182,10079.725086274153,0.2558074800290342,DDDU,U,-,HOLD
10077.092788049013,10079.980893754182,-2.888105705169437,DDUD,D,-,HOLD
10079.926447125294,10077.092788049013,2.8336590762810374,DUDU,U,-,HOLD
10074.892558383539,10079.926447125294,-5.0338887417547085,UDUD,D,-,HOLD
10080.767761594494,10074.892558383539,5.875203210955078,DUDU,U,-,HOLD
10078.42226287363,10080.767761594494,-2.3454987208642706,UDUD,D,-,HOLD
10073.320994375388,10078.42226287363,-5.101268498241552,DUDD,D,-,HOLD
10067.190485871888,10073.320994375388,-6.130508503500096,UDDD,D,R-D,SELL
10059.000362155435,10067.190485871888,-8.190123716452945,DDDD,D,R-D,SELL
10059.950494465464,10059.000362155435,0.9501323100284935,DDDU,U,-,HOLD
10055.494883304384,10059.950494465464,-4.455611161080014,DDUD,D,-,HOLD
10057.503182228622,10055.494883304384,2.008298924238261,DUDU,U,-,HOLD
10064.91578861524,10057.503182228622,7.412606386618791,UDUU,U,-,HOLD
10071.024295405863,10064.91578861524,6.108506790622414,DUUU,U,-,HOLD
10068.547554206389,10071.024295405863,-2.476741199474418,UUUD,D,-,HOLD
10064.607113844691,10068.547554206389,-3.940440361697256,UUDD,D,S-D,SELL
10058.364917648732,10064.607113844691,-6.242196195958968,UDDD,D,R-D,SELL
10049.963401445291,10058.364917648732,-8.401516203441133,DDDD,D,R-D,SELL
10041.9603407753,10049.963401445291,-8.0030606699911,DDDD,D,R-D,SELL
10051.293889197012,10041.9603407753,9.333548421711384,DDDU,U,-,HOLD
10056.05918544132,10051.293889197012,4.765296244308047,DDUU,U,S-U,BUY
10049.934679697957,10056.05918544132,-6.124505743362533,DUUD,D,-,HOLD
10047.328437876768,10049.934679697957,-2.606241821189542,UUDD,D,S-D,SELL
10054.69162749447,10047.328437876768,7.3631896177030285,UDDU,U,-,HOLD
10046.506414103576,10054.69162749447,-8.185213390894205,DDUD,D,-,HOLD
10052.071985207558,10046.506414103576,5.565571103981711,DUDU,U,-,HOLD
10046.530583189124,10052.071985207558,-5.541402018434383,UDUD,D,-,HOLD
10054.501880599099,10046.530583189124,7.971297409974795,DUDU,U,-,HOLD
10048.292222190901,10054.501880599099,-6.209658408197356,UDUD,D,-,HOLD
10040.341317368817,10048.292222190901,-7.95090482208434,DUDD,D,-,HOLD
10033.518680632755,10040.341317368817,-6.8226367360621225,UDDD,D,R-D,SELL
10029.19234800551,10033.518680632755,-4.326332627244483,DDDD,D,R-D,SELL
10037.575495162966,10029.19234800551,8.383147157455824,DDDU,U,-,HOLD
10045.981489964652,10037.575495162966,8.405994801685665,DDUU,U,S-U,BUY
10046.246846275437,10045.981489964652,0.2653563107851369,DUUU,U,-,HOLD
10054.70051750863,10046.246846275437,8.453671233193745,UUUU,U,R-U,BUY
10063.908365982952,10054.70051750863,9.207848474321509,UUUU,U,R-U,BUY
10070.214080240161,10063.908365982952,6.30571425720882,UUUU,U,R-U,BUY
10065.365217256487,10070.214080240161,-4.8488629836738255,UUUD,D,-,HOLD
10072.27031540132,10065.365217256487,6.905098144832664,UUDU,U,-,HOLD
10080.306962711098,10072.27031540132,8.036647309778346,UDUU,U,-,HOLD
10072.670108238899,10080.306962711098,-7.6368544721990474,DUUD,D,-,HOLD
10063.19838946029,10072.670108238899,-9.471718778608192,UUDD,D,S-D,SELL
10059.860220806175,10063.19838946029,-3.338168654116089,UDDD,D,R-D,SELL
10063.201573953702,10059.860220806175,3.3413531475271157,DDDU,U,-,HOLD
10063.238310826004,10063.201573953702,0.036736872301844414,DDUU,U,S-U,BUY
10061.11216180307,10063.238310826004,-2.1261490229335323,DUUD,D,-,HOLD
10068.872109545617,10061.11216180307,7.759947742546501,UUDU,U,-,HOLD
10061.653238687566,10068.872109545617,-7.21887085805065,UDUD,D,-,HOLD
10071.13727651944,10061.653238687566,9.484037831873138,DUDU,U,-,HOLD
10067.20979194803,10071.13727651944,-3.9274845714098774,UDUD,D,-,HOLD
10064.68645332839,10067.20979194803,-2.523338619639617,DUDD,D,-,HOLD
10064.208840347277,10064.68645332839,-0.4776129811125429,UDDD,D,R-D,SELL
10064.933791551863,10064.208840347277,0.7249512045855226,DDDU,U,-,HOLD
10061.661053659951,10064.933791551863,-3.2727378919116745,DDUD,D,-,HOLD
10062.261385099084,10061.661053659951,0.6003314391327876,DUDU,U,-,HOLD
10069.480557325289,10062.261385099084,7.219172226205046,UDUU,U,-,HOLD
10070.777891218755,10069.480557325289,1.2973338934662024,DUUU,U,-,HOLD
10069.589148711017,10070.777891218755,-1.188742507738425,UUUD,D,-,HOLD
10067.327713926006,10069.589148711017,-2.2614347850103513,UUDD,D,S-D,SELL
10066.406086622941,10067.327713926006,-0.9216273030651791,UDDD,D,R-D,SELL
10073.563433412943,10066.406086622941,7.157346790001611,DDDU,U,-,HOLD
10080.882321839666,10073.563433412943,7.318888426723788,DDUU,U,S-U,BUY
10086.917318705413,10080.882321839666,6.034996865746507,DUUU,U,-,HOLD
10086.701554146379,10086.917318705413,-0.2157645590341417,UUUD,D,-,HOLD
10077.075872986821,10086.701554146379,-9.625681159557644,UUDD,D,S-D,SELL
10078.595338367379,10077.075872986821,1.519465380557449,UDDU,U,-,HOLD
10078.823061369514,10078.595338367379,0.2277230021354626,DDUU,U,S-U,BUY
10078.359709203745,10078.823061369514,-0.46335216576881066,DUUD,D,-,HOLD
10086.564809175637,10078.359709203745,8.205099971892196,UUDU,U,-,HOLD
10077.272563286422,10086.564809175637,-9.292245889215337,UDUD,D,-,HOLD
10077.218362707523,10077.272563286422,-0.0542005788993265,DUDD,D,-,HOLD
10069.68379044801,10077.218362707523,-7.5345722595120606,UDDD,D,R-D,SELL
10069.004692501878,10069.68379044801,-0.6790979461329698,DDDD,D,R-D,SELL
10069.171749249777,10069.004692501878,0.16705674789955083,DDDU,U,-,HOLD
10071.266853560717,10069.171749249777,2.0951043109398597,DDUU,U,S-U,BUY
10061.89299522438,10071.266853560717,-9.373858336337435,DUUD,D,-,HOLD
10064.286495575645,10061.89299522438,2.3935003512651747,UUDU,U,-,HOLD
10057.084558320972,10064.286495575645,-7.201937254672885,UDUD,D,-,HOLD
10060.205135983178,10057.084558320972,3.120577662206415,DUDU,U,-,HOLD
10056.825843033088,10060.205135983178,-3.37929295009053,UDUD,D,-,HOLD
10063.324231141822,10056.825843033088,6.498388108733707,DUDU,U,-,HOLD
10070.085580199227,10063.324231141822,6.761349057405823,UDUU,U,-,HOLD
10066.546724741493,10070.085580199227,-3.538855457734826,DUUD,D,-,HOLD
10069.923126883577,10066.546724741493,3.376402142084771,UUDU,U,-,HOLD
10070.849183529981,10069.923126883577,0.9260566464035946,UDUU,U,-,HOLD
10070.68419416692,10070.849183529981,-0.1649893630601582,DUUD,D,-,HOLD
10063.26741877244,10070.68419416692,-7.416775394480283,UUDD,D,S-D,SELL
10063.11377443769,10063.26741877244,-0.1536443347504246,UDDD,D,R-D,SELL
10072.093098320569,10063.11377443769,8.979323882878816,DDDU,U,-,HOLD
10063.01520931991,10072.093098320569,-9.077889000658615,DDUD,D,-,HOLD
10066.335546995388,10063.01520931991,3.320337675477276,DUDU,U,-,HOLD
10058.121350940883,10066.335546995388,-8.21419605450501,UDUD,D,-,HOLD
10065.4504180649,10058.121350940883,7.329067124017456,DUDU,U,-,HOLD
10071.81297603662,10065.4504180649,6.36255797171907,UDUU,U,-,HOLD
10081.329797216784,10071.81297603662,9.516821180164698,DUUU,U,-,HOLD
10073.591839034369,10081.329797216784,-7.737958182415241,UUUD,D,-,HOLD
10080.597770847975,10073.591839034369,7.005931813606367,UUDU,U,-,HOLD
10087.10769158711,10080.597770847975,6.5099207391358505,UDUU,U,-,HOLD
10092.963328099562,10087.10769158711,5.855636512451383,DUUU,U,-,HOLD
10096.78796322452,10092.963328099562,3.8246351249581494,UUUU,U,R-U,BUY
10097.934154926223,10096.78796322452,1.1461917017022643,UUUU,U,R-U,BUY
10088.700371869412,10097.934154926223,-9.233783056810353,UUUD,D,-,HOLD
10096.348546446383,10088.700371869412,7.648174576970632,UUDU,U,-,HOLD
10092.427818639799,10096.348546446383,-3.920727806584182,UDUD,D,-,HOLD
10087.671367002893,10092.427818639799,-4.756451636905695,DUDD,D,-,HOLD
10085.402733400491,10087.671367002893,-2.268633602401678,UDDD,D,R-D,SELL
10084.644301117387,10085.402733400491,-0.7584322831044119,DDDD,D,R-D,SELL
10085.717076323264,10084.644301117387,1.0727752058774058,DDDU,U,-,HOLD
10090.271456833996,10085.717076323264,4.554380510731789,DDUU,U,S-U,BUY
10082.316268161578,10090.271456833996,-7.955188672418444,DUUD,D,-,HOLD
10076.559176750497,10082.316268161578,-5.757091411080182,UUDD,D,S-D,SELL
10086.409522921098,10076.559176750497,9.85034617060046,UDDU,U,-,HOLD
10082.428572806099,10086.409522921098,-3.9809501149993594,DDUD,D,-,HOLD
10076.199465511547,10082.428572806099,-6.229107294551795,DUDD,D,-,HOLD
10080.802362152763,10076.199465511547,4.602896641215921,UDDU,U,-,HOLD
10090.357872580265,10080.802362152763,9.555510427502668,DDUU,U,S-U,BUY
10081.782569399214,10090.357872580265,-8.575303181050913,DUUD,D,-,HOLD
10082.441495338255,10081.782569399214,0.6589259390402731,UUDU,U,-,HOLD
10089.739694049467,10082.441495338255,7.298198711212535,UDUU,U,-,HOLD
10096.37089078367,10089.739694049467,6.631196734202604,DUUU,U,-,HOLD
10094.163350439158,10096.37089078367,-2.207540344512381,UUUD,D,-,HOLD
10096.942469299365,10094.163350439158,2.7791188602077455,UUDU,U,-,HOLD
10091.964885427045,10096.942469299365,-4.977583872319883,UDUD,D,-,HOLD
10082.498074204992,10091.964885427045,-9.466811222053366,DUDD,D,-,HOLD
10081.341783816848,10082.498074204992,-1.1562903881440434,UDDD,D,R-D,SELL
10077.053182257132,10081.341783816848,-4.288601559715971,DDDD,D,R-D,SELL
10079.597700113422,10077.053182257132,2.5445178562895308,DDDU,U,-,HOLD
10082.036336455574,10079.597700113422,2.4386363421526767,DDUU,U,S-U,BUY
10077.218975228732,10082.036336455574,-4.817361226841967,DUUD,D,-,HOLD
10075.712456028095,10077.218975228732,-1.5065192006368306,UUDD,D,S-D,SELL
10077.443358071243,10075.712456028095,1.7309020431475801,UDDU,U,-,HOLD
10082.75900609009,10077.443358071243,5.315648018846332,DDUU,U,S-U,BUY
10078.87444468505,10082.75900609009,-3.8845614050387667,DUUD,D,-,HOLD
10069.994269220524,10078.87444468505,-8.880175464526474,UUDD,D,S-D,SELL
10067.337801338166,10069.994269220524,-2.6564678823579015,UDDD,D,R-D,SELL
10063.217232175011,10067.337801338166,-4.120569163154869,DDDD,D,R-D,SELL
10053.620845872023,10063.217232175011,-9.596386302988321,DDDD,D,R-D,SELL
10059.766332474106,10053.620845872023,6.1454866020831105,DDDU,U,-,HOLD
10057.901762460928,10059.766332474106,-1.8645700131783087,DDUD,D,-,HOLD
10054.777096902753,10057.901762460928,-3.1246655581744562,DUDD,D,-,HOLD
10059.939384532287,10054.777096902753,5.162287629533239,UDDU,U,-,HOLD
10055.891461749803,10059.939384532287,-4.047922782483511,DDUD,D,-,HOLD
10054.842239214735,10055.891461749803,-1.049222535068111,DUDD,D,-,HOLD
10055.424180510303,10054.842239214735,0.5819412955679582,UDDU,U,-,HOLD
10047.211456776262,10055.424180510303,-8.212723734040992,DDUD,D,-,HOLD
10056.674293591168,10047.211456776262,9.46283681490604,DUDU,U,-,HOLD
10054.261906660346,10056.674293591168,-2.412386930822322,UDUD,D,-,HOLD
10060.141341904895,10054.261906660346,5.879435244549313,DUDU,U,-,HOLD
10062.700765915302,10060.141341904895,2.5594240104073833,UDUU,U,-,HOLD
10063.457266438078,10062.700765915302,0.7565005227752408,DUUU,U,-,HOLD
10069.700992230482,10063.457266438078,6.243725792404803,UUUU,U,R-U,BUY
10075.887934297323,10069.700992230482,6.186942066840857,UUUU,U,R-U,BUY
10075.192702191105,10075.887934297323,-0.6952321062180999,UUUD,D,-,HOLD
10069.857629840059,10075.192702191105,-5.33507235104662,UUDD,D,S-D,SELL
10078.450989648627,10069.857629840059,8.593359808568493,UDDU,U,-,HOLD
10077.747891669764,10078.450989648627,-0.7030979788632976,DDUD,D,-,HOLD
10072.8315202094,10077.747891669764,-4.9163714603637345,DUDD,D,-,HOLD
10075.140804895052,10072.8315202094,2.3092846856525284,UDDU,U,-,HOLD
10084.142740798317,10075.140804895052,9.001935903264894,DDUU,U,S-U,BUY
10089.316809186292,10084.142740798317,5.17406838797433,DUUU,U,-,HOLD
10084.910641971153,10089.316809186292,-4.406167215138339,UUUD,D,-,HOLD
10090.675687283467,10084.910641971153,5.765045312313305,UUDU,U,-,HOLD
10098.784993815461,10090.675687283467,8.109306531994662,UDUU,U,-,HOLD
10108.010988125696,10098.784993815461,9.225994310234455,DUUU,U,-,HOLD
10116.71828053041,10108.010988125696,8.707292404713371,UUUU,U,R-U,BUY
10114.258276697887,10116.71828053041,-2.4600038325224887,UUUD,D,-,HOLD
10124.098639870926,10114.258276697887,9.840363173039805,UUDU,U,-,HOLD
10126.488180495076,10124.098639870926,2.3895406241499586,UDUU,U,-,HOLD
10131.513063934934,10126.488180495076,5.024883439857149,DUUU,U,-,HOLD
10125.874192596264,10131.513063934934,-5.63887133866956,UUUD,D,-,HOLD
10130.616858515803,10125.874192596264,4.742665919538922,UUDU,U,-,HOLD
10138.906640454226,10130.616858515803,8.289781938423403,UDUU,U,-,HOLD
10132.386979548404,10138.906640454226,-6.519660905822093,DUUD,D,-,HOLD
10138.791266912729,10132.386979548404,6.404287364324773,UUDU,U,-,HOLD
10144.878714665476,10138.791266912729,6.087447752746812,UDUU,U,-,HOLD
10147.244165743647,10144.878714665476,2.365451078170736,DUUU,U,-,HOLD
10151.91439723499,10147.244165743647,4.670231491343657,UUUU,U,R-U,BUY
10157.770691409352,10151.91439723499,5.8562941743621195,UUUU,U,R-U,BUY
10150.64456281176,10157.770691409352,-7.126128597592469,UUUD,D,-,HOLD
10153.774521759664,10150.64456281176,3.129958947904015,UUDU,U,-,HOLD
10152.648912029943,10153.774521759664,-1.1256097297209635,UDUD,D,-,HOLD
10160.690818096435,10152.648912029943,8.04190606649172,DUDU,U,-,HOLD
10160.580180010427,10160.690818096435,-0.11063808600738412,UDUD,D,-,HOLD
10157.903073692756,10160.580180010427,-2.6771063176711323,DUDD,D,-,HOLD
10163.462537429628,10157.903073692756,5.559463736872203,UDDU,U,-,HOLD
10160.128074576302,10163.462537429628,-3.3344628533268406,DDUD,D,-,HOLD
10152.726336820508,10160.128074576302,-7.401737755793874,DUDD,D,-,HOLD
10157.312044143353,10152.726336820508,4.585707322845337,UDDU,U,-,HOLD
10153.553744345953,10157.312044143353,-3.7582997974004684,DDUD,D,-,HOLD
10157.876001685161,10153.553744345953,4.322257339208591,DUDU,U,-,HOLD
10151.817436413292,10157.876001685161,-6.058565271869156,UDUD,D,-,HOLD
10145.399027782812,10151.817436413292,-6.418408630479462,DUDD,D,-,HOLD
10149.016435664154,10145.399027782812,3.617407881341933,UDDU,U,-,HOLD
10147.615833698695,10149.016435664154,-1.4006019654589181,DDUD,D,-,HOLD
10154.235658896541,10147.615833698695,6.619825197845785,DUDU,U,-,HOLD
10151.70253567248,10154.235658896541,-2.533123224060546,UDUD,D,-,HOLD
10156.959005522927,10151.70253567248,5.256469850446592,DUDU,U,-,HOLD
10161.69524089354,10156.959005522927,4.736235370612121,UDUU,U,-,HOLD
10167.927516068357,10161.69524089354,6.232275174817914,DUUU,U,-,HOLD
